Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Accident_History,Fuel_Efficiency,Need_Maintenance,Warranty_Status,Days_To_Expiry,Age_Group,Service_Month
Bus,76740,Good,5,1,Electric,33537,2023-08-16,2024-11-27,Third,1,19.45552464100787,1,Expired,-480,Under 1 yr,2023-08
Bus,71952,Good,3,10,Diesel,67069,2024-02-28,2025-06-21,First,3,18.264772855524008,1,Expired,-274,Over 8 yrs,2024-02
Suv,53585,Average,0,3,Petrol,4716,2024-02-23,2025-03-30,Third,1,11.864202287629706,0,Expired,-357,2-3 yrs,2024-02
Truck,65337,Good,2,1,Petrol,61391,2023-04-08,2025-05-30,Second,2,15.846151939453849,1,Expired,-296,Under 1 yr,2023-04
Truck,55552,Good,0,8,Petrol,94966,2023-12-30,2025-09-04,First,3,11.63570675007026,1,Expired,-199,5-8 yrs,2023-12
Bus,46910,Good,5,1,Diesel,128852,2023-06-19,2024-06-16,First,1,12.784749846649984,1,Expired,-644,Under 1 yr,2023-06
Suv,60806,Poor,3,9,Petrol,9898,2023-12-16,2024-10-15,First,2,17.333426421663226,1,Expired,-523,Over 8 yrs,2023-12
Car,50950,Good,0,3,Petrol,39116,2023-10-04,2025-02-18,First,1,19.262909919716307,0,Expired,-397,2-3 yrs,2023-10
Suv,63912,Poor,5,5,Petrol,136246,2023-05-18,2024-07-31,Third,1,17.496695480232752,1,Expired,-599,3-5 yrs,2023-05
Truck,56780,Average,5,8,Diesel,12970,2023-05-03,2025-09-15,First,0,19.55579179634824,1,Expired,-188,5-8 yrs,2023-05
Car,79610,Good,4,2,Petrol,132715,2023-04-26,2025-01-02,Second,2,17.704087616093787,1,Expired,-444,1-2 yrs,2023-04
Suv,67394,Poor,4,7,Petrol,83080,2023-10-11,2024-12-08,Third,1,13.195157208149034,1,Expired,-469,5-8 yrs,2023-10
Van,63165,Poor,0,4,Petrol,61722,2023-04-26,2025-10-16,Third,0,11.273093138940691,1,Expired,-157,3-5 yrs,2023-04
Car,30514,Good,5,8,Diesel,8243,2023-07-24,2024-08-29,Second,1,14.338320376219064,1,Expired,-570,5-8 yrs,2023-07
Suv,50105,Poor,0,2,Diesel,17610,2023-11-28,2025-02-19,Third,0,12.367436618131688,1,Expired,-396,1-2 yrs,2023-11
Motorcycle,69055,Poor,1,9,Diesel,56578,2024-01-31,2025-03-24,Third,3,15.19369215176277,1,Expired,-363,Over 8 yrs,2024-01
Bus,57968,Good,0,8,Petrol,109582,2024-02-26,2024-06-01,Third,1,16.468945447456655,0,Expired,-659,5-8 yrs,2024-02
Bus,35221,Good,2,3,Diesel,10601,2024-02-03,2025-09-16,Third,3,17.822068320973422,1,Expired,-187,2-3 yrs,2024-02
Van,42068,Average,1,6,Petrol,1617,2023-12-27,2024-12-13,Second,2,17.119245433839694,1,Expired,-464,5-8 yrs,2023-12
Bus,71339,Good,3,4,Electric,67205,2023-07-20,2025-04-06,Third,1,10.516286127715452,0,Expired,-350,3-5 yrs,2023-07
Suv,69012,Poor,2,1,Electric,35780,2023-07-06,2026-01-09,First,0,10.098634006728307,1,Expired,-72,Under 1 yr,2023-07
Motorcycle,76172,Poor,0,6,Diesel,18764,2023-04-04,2026-02-15,Third,3,10.944671623720629,1,Expired,-35,5-8 yrs,2023-04
Suv,73096,Average,2,2,Diesel,23591,2023-07-02,2025-11-12,Third,2,10.83300951721779,1,Expired,-130,1-2 yrs,2023-07
Car,55941,Poor,5,4,Petrol,52655,2023-06-01,2026-03-20,First,1,14.53633256889737,1,Expired,-2,3-5 yrs,2023-06
Bus,52054,Average,3,1,Petrol,1410,2023-04-04,2025-12-17,First,0,16.628089276482584,1,Expired,-95,Under 1 yr,2023-04
Truck,79270,Poor,4,10,Electric,66780,2023-07-01,2026-01-27,First,3,18.37114081218681,1,Expired,-54,Over 8 yrs,2023-07
Van,58580,Poor,4,10,Diesel,59337,2024-01-23,2025-06-09,Third,2,10.8434823021443,1,Expired,-286,Over 8 yrs,2024-01
Bus,74319,Good,4,3,Diesel,47725,2023-09-24,2025-07-24,Third,2,17.281405099715144,1,Expired,-241,2-3 yrs,2023-09
Car,53911,Average,2,2,Electric,93995,2023-10-06,2025-08-24,First,1,18.657364014935744,0,Expired,-210,1-2 yrs,2023-10
Truck,68339,Good,2,6,Petrol,148313,2023-10-19,2026-02-28,First,0,11.94093599697285,1,Expired,-22,5-8 yrs,2023-10
Bus,60906,Good,5,10,Electric,64298,2023-11-12,2024-05-16,First,1,10.25066178778306,1,Expired,-675,Over 8 yrs,2023-11
Bus,40241,Average,0,8,Diesel,89395,2024-02-23,2024-12-26,Third,1,19.2715974430534,1,Expired,-451,5-8 yrs,2024-02
Car,43722,Poor,4,2,Petrol,133401,2023-08-27,2025-07-15,Third,3,13.511395818997094,1,Expired,-250,1-2 yrs,2023-08
Bus,32088,Poor,3,3,Diesel,11317,2023-06-26,2024-07-28,Second,2,12.948426295931302,1,Expired,-602,2-3 yrs,2023-06
Motorcycle,39964,Average,3,6,Diesel,105737,2023-08-23,2025-05-30,Second,3,19.879913999216956,1,Expired,-296,5-8 yrs,2023-08
Van,76388,Poor,0,2,Electric,100179,2024-02-09,2025-05-13,Second,1,10.203807294744324,0,Expired,-313,1-2 yrs,2024-02
Suv,60746,Poor,2,9,Diesel,47382,2023-10-12,2025-02-25,Third,1,16.48258966242942,1,Expired,-390,Over 8 yrs,2023-10
Van,51565,Good,4,8,Electric,12787,2023-10-04,2025-01-13,First,3,14.325877992329644,1,Expired,-433,5-8 yrs,2023-10
Motorcycle,78780,Good,0,6,Petrol,33570,2024-01-27,2025-08-07,Third,2,18.14839934076628,0,Expired,-227,5-8 yrs,2024-01
Car,70818,Good,0,4,Diesel,64052,2023-05-04,2025-12-16,Third,0,17.565868036381325,0,Expired,-96,3-5 yrs,2023-05
Van,48075,Good,1,2,Diesel,79553,2023-11-15,2025-11-15,Third,3,12.761991515396108,0,Expired,-127,1-2 yrs,2023-11
Motorcycle,71445,Poor,0,6,Petrol,22521,2023-12-06,2024-05-11,First,3,10.437626172091704,1,Expired,-680,5-8 yrs,2023-12
Motorcycle,71711,Poor,0,9,Electric,121836,2023-12-16,2025-03-17,Second,2,15.11671257783464,0,Expired,-370,Over 8 yrs,2023-12
Motorcycle,54689,Good,4,9,Diesel,100219,2023-04-24,2024-08-13,First,3,10.79391174375905,1,Expired,-586,Over 8 yrs,2023-04
Motorcycle,64993,Average,2,1,Electric,40759,2024-01-27,2025-03-19,Third,0,14.169540817662044,1,Expired,-368,Under 1 yr,2024-01
Motorcycle,37779,Good,0,1,Diesel,72696,2024-02-15,2024-10-05,Second,3,16.202022631261517,1,Expired,-533,Under 1 yr,2024-02
Truck,56385,Good,1,5,Petrol,97041,2023-05-13,2025-02-27,Second,3,16.76571544289729,0,Expired,-388,3-5 yrs,2023-05
Motorcycle,41515,Average,1,9,Electric,13912,2024-02-11,2024-12-16,Third,0,10.911506814944785,1,Expired,-461,Over 8 yrs,2024-02
Truck,47717,Good,5,8,Petrol,54261,2023-08-16,2025-06-26,Third,2,14.6010313632609,1,Expired,-269,5-8 yrs,2023-08
Motorcycle,70219,Poor,1,1,Electric,129323,2023-07-13,2024-08-13,Second,2,17.171690601164173,1,Expired,-586,Under 1 yr,2023-07
Bus,32343,Poor,4,6,Electric,125139,2023-08-05,2025-05-07,Third,2,14.086833566103545,1,Expired,-319,5-8 yrs,2023-08
Suv,33996,Poor,2,8,Electric,89565,2023-09-05,2026-01-12,Second,3,15.435287235497707,1,Expired,-69,5-8 yrs,2023-09
Bus,50983,Average,4,1,Electric,85329,2023-05-13,2025-12-02,Second,1,12.359591361302394,1,Expired,-110,Under 1 yr,2023-05
Motorcycle,65082,Good,0,3,Electric,97142,2024-01-25,2025-10-15,First,1,19.76051383212662,0,Expired,-158,2-3 yrs,2024-01
Truck,64983,Good,2,4,Electric,9017,2023-12-10,2026-02-08,Second,0,10.572693152599744,1,Expired,-42,3-5 yrs,2023-12
Motorcycle,58881,Average,5,8,Petrol,9095,2023-08-03,2025-10-18,Third,0,11.565201134228472,1,Expired,-155,5-8 yrs,2023-08
Car,50262,Good,5,8,Electric,86626,2023-09-30,2024-05-28,Third,3,16.557472370793715,1,Expired,-663,5-8 yrs,2023-09
Suv,42619,Average,4,9,Diesel,9031,2023-07-07,2024-06-05,First,2,14.243744605176836,1,Expired,-655,Over 8 yrs,2023-07
Car,36429,Good,1,10,Electric,30031,2023-05-14,2024-12-13,Third,3,14.287388658386856,0,Expired,-464,Over 8 yrs,2023-05
Suv,52827,Good,0,2,Petrol,133428,2023-11-06,2026-01-04,Third,2,19.1247400380316,0,Expired,-77,1-2 yrs,2023-11
Suv,56631,Average,1,9,Petrol,109720,2023-06-30,2025-08-09,Second,0,13.423870485777162,1,Expired,-225,Over 8 yrs,2023-06
Car,53347,Good,1,2,Petrol,115570,2023-09-20,2024-10-26,Second,1,14.662627671222143,1,Expired,-512,1-2 yrs,2023-09
Truck,37870,Poor,2,7,Diesel,104602,2023-05-23,2025-04-09,First,0,16.039861363168406,1,Expired,-347,5-8 yrs,2023-05
Car,72112,Good,5,5,Petrol,123359,2024-02-02,2025-03-29,First,0,19.875971368625542,1,Expired,-358,3-5 yrs,2024-02
Car,58636,Good,0,9,Diesel,77846,2023-12-27,2025-04-09,First,0,16.412090305363208,1,Expired,-347,Over 8 yrs,2023-12
Truck,55499,Poor,1,3,Petrol,137606,2023-06-04,2025-06-26,Second,2,15.723939275308604,1,Expired,-269,2-3 yrs,2023-06
Bus,79290,Average,2,3,Electric,53759,2023-12-26,2024-12-13,Third,1,11.57043976324402,0,Expired,-464,2-3 yrs,2023-12
Motorcycle,70385,Average,1,3,Electric,73148,2024-01-11,2024-08-11,Third,2,12.764208171233916,1,Expired,-588,2-3 yrs,2024-01
Bus,42153,Poor,3,5,Diesel,113304,2023-12-04,2024-10-12,Second,2,16.27997614142989,1,Expired,-526,3-5 yrs,2023-12
Van,35212,Good,1,7,Petrol,88534,2023-05-24,2024-06-13,Second,1,17.96798083304781,0,Expired,-647,5-8 yrs,2023-05
Bus,56879,Average,5,7,Petrol,103753,2023-10-17,2026-01-13,Third,0,15.87460990287038,1,Expired,-68,5-8 yrs,2023-10
Bus,76919,Poor,0,7,Petrol,98860,2023-07-17,2024-05-24,Second,0,11.11241867408457,1,Expired,-667,5-8 yrs,2023-07
Bus,64157,Average,2,7,Petrol,79783,2024-02-08,2026-03-19,First,0,15.237427204625632,1,Expired,-3,5-8 yrs,2024-02
Truck,79937,Average,2,4,Diesel,122056,2023-12-04,2024-06-13,Third,2,19.90166184376117,1,Expired,-647,3-5 yrs,2023-12
Van,32054,Poor,0,7,Electric,57238,2023-07-04,2025-08-14,First,3,15.18649837858073,1,Expired,-220,5-8 yrs,2023-07
Car,72138,Poor,3,6,Electric,7462,2023-08-03,2026-03-17,Second,2,14.086825080710904,1,Expired,-5,5-8 yrs,2023-08
Car,74569,Poor,3,1,Diesel,109908,2023-12-30,2024-08-24,Second,3,17.850356697425553,1,Expired,-575,Under 1 yr,2023-12
Bus,47657,Poor,2,8,Electric,44886,2023-11-20,2024-07-31,First,3,10.537246923949176,1,Expired,-599,5-8 yrs,2023-11
Van,74865,Good,5,4,Electric,13172,2023-07-07,2024-10-13,First,3,16.064290403948284,1,Expired,-525,3-5 yrs,2023-07
Truck,72360,Poor,0,6,Petrol,141831,2023-10-05,2024-11-02,Third,2,11.865959239009223,0,Expired,-505,5-8 yrs,2023-10
Car,75145,Average,5,10,Petrol,97870,2023-04-09,2025-10-03,Second,3,10.960426025167887,1,Expired,-170,Over 8 yrs,2023-04
Suv,53378,Average,0,2,Petrol,22602,2023-11-15,2025-11-11,Third,1,15.915554336928464,0,Expired,-131,1-2 yrs,2023-11
Bus,47872,Average,1,6,Electric,71966,2024-02-03,2024-09-20,First,1,18.639923412480073,1,Expired,-548,5-8 yrs,2024-02
Car,46154,Average,5,4,Petrol,119314,2024-02-28,2026-02-09,Third,0,13.669477926864406,1,Expired,-41,3-5 yrs,2024-02
Bus,63254,Poor,4,6,Petrol,107408,2023-10-14,2025-04-19,Second,0,10.761527582406774,1,Expired,-337,5-8 yrs,2023-10
Bus,52097,Average,1,5,Electric,135903,2023-05-09,2025-04-25,First,3,15.345047093225215,1,Expired,-331,3-5 yrs,2023-05
Truck,39658,Average,1,3,Diesel,91765,2023-08-04,2024-10-11,Third,2,10.43117918039763,1,Expired,-527,2-3 yrs,2023-08
Suv,48523,Good,4,5,Petrol,117296,2023-08-07,2024-10-01,First,2,18.28985249935512,1,Expired,-537,3-5 yrs,2023-08
Truck,73116,Good,0,10,Diesel,139404,2024-02-06,2025-01-09,First,3,13.404525842604114,1,Expired,-437,Over 8 yrs,2024-02
Truck,37503,Good,0,6,Diesel,88134,2023-10-03,2025-09-23,Second,3,18.809730819636776,1,Expired,-180,5-8 yrs,2023-10
Suv,44092,Poor,1,9,Petrol,67024,2023-11-26,2025-10-22,Second,2,11.978109895869093,1,Expired,-151,Over 8 yrs,2023-11
Truck,37857,Good,3,7,Diesel,118631,2023-05-27,2025-06-10,First,2,18.12572652493501,1,Expired,-285,5-8 yrs,2023-05
Van,65094,Poor,4,4,Electric,13534,2023-09-04,2024-09-15,First,1,16.439733223651466,1,Expired,-553,3-5 yrs,2023-09
Suv,73331,Good,5,6,Diesel,35759,2023-04-17,2025-09-02,Third,0,17.975586081095692,1,Expired,-201,5-8 yrs,2023-04
Truck,50057,Average,3,3,Electric,90229,2023-07-22,2024-08-20,Second,0,12.409841052582555,1,Expired,-579,2-3 yrs,2023-07
Van,34146,Poor,3,4,Electric,20101,2023-09-15,2025-02-19,First,2,12.212562523109476,1,Expired,-396,3-5 yrs,2023-09
Van,77225,Good,3,4,Diesel,66153,2023-04-11,2025-01-27,Second,3,13.72285957254585,1,Expired,-419,3-5 yrs,2023-04
Car,56025,Average,2,10,Diesel,146179,2023-04-07,2025-10-08,Second,1,17.874158770338013,0,Expired,-165,Over 8 yrs,2023-04
Bus,60351,Good,1,6,Petrol,120627,2023-12-15,2025-04-25,Second,2,11.52864745779172,1,Expired,-331,5-8 yrs,2023-12
Car,68806,Average,2,4,Petrol,112526,2023-12-26,2026-02-11,Second,1,12.441981962748992,1,Expired,-39,3-5 yrs,2023-12
Truck,62646,Poor,4,3,Petrol,87026,2023-12-05,2024-05-29,First,1,15.281171125461537,1,Expired,-662,2-3 yrs,2023-12
Bus,59402,Average,4,3,Petrol,5780,2023-11-24,2024-08-27,First,1,18.897474690048277,1,Expired,-572,2-3 yrs,2023-11
Truck,45484,Good,4,4,Electric,31908,2023-06-12,2025-03-06,Third,0,12.007953775954745,1,Expired,-381,3-5 yrs,2023-06
Truck,62905,Average,0,1,Diesel,2004,2024-02-09,2025-08-11,Second,2,13.0338158188829,1,Expired,-223,Under 1 yr,2024-02
Suv,79096,Good,3,4,Diesel,63133,2023-08-16,2026-01-25,Third,2,19.859178050576563,0,Expired,-56,3-5 yrs,2023-08
Van,49180,Poor,2,10,Petrol,38635,2023-08-01,2024-07-21,First,2,19.240467633291125,1,Expired,-609,Over 8 yrs,2023-08
Van,53622,Poor,2,4,Electric,113167,2023-09-17,2025-11-15,First,1,18.11520261468139,1,Expired,-127,3-5 yrs,2023-09
Motorcycle,78756,Average,5,5,Petrol,9150,2023-06-29,2025-05-12,First,1,14.94834799675016,1,Expired,-314,3-5 yrs,2023-06
Suv,55770,Average,4,6,Petrol,115076,2023-12-22,2024-11-22,Third,1,10.526046878977356,1,Expired,-485,5-8 yrs,2023-12
Truck,63108,Average,5,5,Electric,51714,2024-01-21,2025-07-18,Third,0,14.711464591568586,1,Expired,-247,3-5 yrs,2024-01
Van,60281,Good,0,4,Petrol,145246,2023-06-19,2025-12-03,Second,1,14.365497545005688,1,Expired,-109,3-5 yrs,2023-06
Truck,33381,Average,2,4,Electric,94878,2023-10-04,2026-02-16,Second,3,13.526967568376984,1,Expired,-34,3-5 yrs,2023-10
Truck,63543,Good,2,5,Petrol,83760,2024-02-17,2025-10-08,Second,2,15.415371398148226,0,Expired,-165,3-5 yrs,2024-02
Suv,79710,Good,0,8,Electric,131010,2023-04-26,2025-12-05,First,1,11.77542630276744,0,Expired,-107,5-8 yrs,2023-04
Car,72678,Good,3,1,Electric,24405,2023-05-24,2024-06-04,Second,3,19.068297303320143,0,Expired,-656,Under 1 yr,2023-05
Car,48162,Average,0,4,Diesel,127875,2023-10-21,2025-05-13,First,3,14.918226969558027,1,Expired,-313,3-5 yrs,2023-10
Bus,36419,Poor,4,8,Petrol,85243,2023-10-03,2024-05-10,Third,1,10.094855009716824,1,Expired,-681,5-8 yrs,2023-10
Car,74306,Average,5,1,Petrol,68713,2023-04-20,2025-01-09,Third,3,16.058936894176178,1,Expired,-437,Under 1 yr,2023-04
Car,34164,Poor,2,1,Diesel,71909,2023-10-14,2026-03-27,Third,0,16.621138703007148,1,Active,5,Under 1 yr,2023-10
Motorcycle,58783,Poor,1,5,Electric,55050,2023-08-15,2026-01-24,Third,1,17.38200018882076,0,Expired,-57,3-5 yrs,2023-08
Bus,30559,Poor,4,5,Petrol,3158,2023-08-01,2025-03-14,First,2,13.278830522786112,1,Expired,-373,3-5 yrs,2023-08
Truck,71720,Average,3,5,Petrol,7675,2023-07-03,2024-11-12,First,3,12.759314428588103,1,Expired,-495,3-5 yrs,2023-07
Van,37075,Poor,0,8,Electric,61632,2023-10-10,2024-10-20,Second,2,19.294836588789774,0,Expired,-518,5-8 yrs,2023-10
Bus,63524,Good,1,3,Petrol,38918,2023-09-07,2024-08-29,First,2,11.533819953885017,0,Expired,-570,2-3 yrs,2023-09
Truck,33413,Poor,3,4,Diesel,43827,2024-01-06,2025-11-03,Third,1,17.408602873971113,1,Expired,-139,3-5 yrs,2024-01
Car,36538,Poor,2,6,Diesel,78328,2023-05-25,2025-02-24,First,0,10.862700758157306,1,Expired,-391,5-8 yrs,2023-05
Suv,70002,Good,0,2,Diesel,95744,2023-04-29,2024-05-16,Third,1,19.738930201729573,1,Expired,-675,1-2 yrs,2023-04
Suv,39374,Average,1,9,Petrol,121824,2024-01-23,2024-12-23,Third,2,11.218502963586642,1,Expired,-454,Over 8 yrs,2024-01
Truck,52112,Good,4,3,Petrol,105814,2023-04-15,2024-10-31,Third,1,16.980873664362484,1,Expired,-507,2-3 yrs,2023-04
Car,46051,Poor,4,3,Diesel,34911,2024-01-30,2025-11-17,Third,2,13.491063012693212,1,Expired,-125,2-3 yrs,2024-01
Truck,41741,Average,4,8,Electric,121868,2023-04-04,2025-10-21,Second,1,11.821479411151335,1,Expired,-152,5-8 yrs,2023-04
Car,46449,Average,4,1,Petrol,116018,2024-01-06,2025-01-15,Third,3,13.43702917042693,1,Expired,-431,Under 1 yr,2024-01
Van,66421,Average,3,8,Diesel,49902,2023-03-30,2025-06-01,Second,1,16.55917775808468,1,Expired,-294,5-8 yrs,2023-03
Van,32851,Average,3,2,Electric,51597,2023-12-03,2025-10-15,First,2,13.6007821881639,1,Expired,-158,1-2 yrs,2023-12
Car,49870,Average,0,6,Diesel,24408,2023-05-05,2025-01-03,Third,2,15.103057627267836,1,Expired,-443,5-8 yrs,2023-05
Motorcycle,46457,Poor,5,10,Petrol,74656,2023-10-13,2024-06-26,First,3,13.615581318939356,1,Expired,-634,Over 8 yrs,2023-10
Truck,56915,Good,1,10,Diesel,109391,2023-10-17,2026-03-13,Third,1,11.400774646039944,1,Expired,-9,Over 8 yrs,2023-10
Suv,69958,Good,3,10,Petrol,50181,2023-05-14,2024-05-25,Second,3,13.49101510647515,0,Expired,-666,Over 8 yrs,2023-05
Suv,41070,Good,3,1,Electric,13340,2023-09-04,2024-10-17,Second,2,18.88206567164576,0,Expired,-521,Under 1 yr,2023-09
Truck,78113,Good,3,10,Petrol,87999,2023-05-27,2025-11-11,Second,0,16.84452740333949,1,Expired,-131,Over 8 yrs,2023-05
Suv,51626,Good,1,8,Diesel,21083,2023-08-11,2025-10-16,Third,2,18.583703937788375,0,Expired,-157,5-8 yrs,2023-08
Car,37396,Poor,0,5,Diesel,43969,2023-07-08,2025-05-03,First,1,11.216161923777095,1,Expired,-323,3-5 yrs,2023-07
Bus,49947,Average,5,3,Diesel,26891,2023-10-19,2024-06-25,Third,1,16.836631528812596,1,Expired,-635,2-3 yrs,2023-10
Motorcycle,71855,Good,4,5,Petrol,100553,2023-04-13,2026-01-15,Third,0,12.027257063558585,1,Expired,-66,3-5 yrs,2023-04
Van,50249,Average,2,7,Diesel,80019,2024-02-05,2025-05-12,Second,2,15.954413678528226,1,Expired,-314,5-8 yrs,2024-02
Suv,44209,Poor,4,1,Diesel,71374,2024-02-21,2024-08-30,Second,0,10.952662608846348,1,Expired,-569,Under 1 yr,2024-02
Truck,50770,Average,5,4,Diesel,50240,2023-07-18,2025-03-05,Second,1,13.144934535134269,1,Expired,-382,3-5 yrs,2023-07
Bus,62186,Average,0,10,Petrol,96954,2023-05-18,2026-03-15,First,3,14.783270587010062,0,Expired,-7,Over 8 yrs,2023-05
Car,77728,Average,4,4,Electric,1724,2023-11-29,2024-10-23,Second,0,18.608582849118076,1,Expired,-515,3-5 yrs,2023-11
Motorcycle,77502,Average,0,1,Petrol,19738,2024-01-23,2025-01-23,Second,3,19.591015999007297,0,Expired,-423,Under 1 yr,2024-01
Van,41270,Good,2,5,Petrol,88736,2023-12-13,2024-07-18,Third,0,13.841383259737096,1,Expired,-612,3-5 yrs,2023-12
Car,49345,Average,2,9,Electric,96194,2023-12-23,2025-12-29,Second,2,13.509917692326516,0,Expired,-83,Over 8 yrs,2023-12
Bus,75597,Poor,0,2,Electric,148222,2023-06-04,2024-06-06,Second,0,10.437273010638457,0,Expired,-654,1-2 yrs,2023-06
Suv,33228,Good,3,7,Petrol,1670,2024-01-24,2024-11-12,Third,1,14.530876230990678,0,Expired,-495,5-8 yrs,2024-01
Bus,51965,Good,5,9,Electric,2982,2023-04-10,2024-09-01,Second,0,14.930460151908733,1,Expired,-567,Over 8 yrs,2023-04
Truck,77641,Average,4,3,Diesel,93068,2023-12-21,2025-01-25,Third,2,14.597532713786482,1,Expired,-421,2-3 yrs,2023-12
Motorcycle,75389,Good,0,10,Electric,40462,2023-10-04,2025-03-31,Second,3,11.891172705009422,1,Expired,-356,Over 8 yrs,2023-10
Bus,74316,Good,5,8,Electric,117524,2024-01-22,2026-01-27,Second,3,10.409058610758304,1,Expired,-54,5-8 yrs,2024-01
Suv,37700,Poor,0,8,Electric,142062,2023-06-08,2024-08-15,First,2,10.169264196802,1,Expired,-584,5-8 yrs,2023-06
Truck,63745,Good,5,5,Petrol,76973,2023-04-05,2024-09-17,First,3,12.239477753562587,1,Expired,-551,3-5 yrs,2023-04
Motorcycle,71190,Poor,2,5,Diesel,78278,2023-09-25,2025-09-17,Third,3,11.949267612267525,1,Expired,-186,3-5 yrs,2023-09
Bus,46808,Average,3,4,Petrol,112041,2023-10-24,2025-07-02,First,2,15.430767697973671,1,Expired,-263,3-5 yrs,2023-10
Truck,50708,Average,4,7,Diesel,29027,2023-06-15,2024-05-22,Third,2,13.242376578593424,1,Expired,-669,5-8 yrs,2023-06
Car,75454,Poor,2,4,Diesel,89896,2023-10-21,2025-10-30,Second,2,13.479176413564735,1,Expired,-143,3-5 yrs,2023-10
Bus,45053,Poor,4,2,Petrol,72628,2023-10-17,2025-02-22,Second,0,11.929968637538478,1,Expired,-393,1-2 yrs,2023-10
Truck,53385,Poor,0,1,Electric,63789,2023-07-27,2025-02-17,Third,2,10.637615242938937,1,Expired,-398,Under 1 yr,2023-07
Bus,62435,Good,2,10,Diesel,27221,2023-12-25,2024-11-11,Second,1,12.244929445664646,0,Expired,-496,Over 8 yrs,2023-12
Car,43061,Good,2,8,Petrol,87990,2024-01-04,2024-12-13,Third,1,11.45031223265674,1,Expired,-464,5-8 yrs,2024-01
Truck,61160,Good,2,5,Electric,61160,2023-06-10,2025-01-02,First,0,13.69235791199128,0,Expired,-444,3-5 yrs,2023-06
Truck,72715,Average,1,7,Diesel,58336,2023-12-04,2024-05-09,Second,2,15.962964384695317,1,Expired,-682,5-8 yrs,2023-12
Van,70924,Average,5,2,Diesel,13966,2023-12-13,2025-04-02,Third,0,10.507656824960534,1,Expired,-354,1-2 yrs,2023-12
Suv,35882,Good,2,5,Diesel,45263,2023-08-03,2026-01-17,Third,2,13.740134776661838,1,Expired,-64,3-5 yrs,2023-08
Van,30388,Poor,4,6,Electric,93832,2023-06-10,2025-05-25,Second,1,15.19956693784806,1,Expired,-301,5-8 yrs,2023-06
Motorcycle,64779,Average,5,5,Diesel,137584,2024-02-08,2025-05-21,Second,2,19.776877199671244,1,Expired,-305,3-5 yrs,2024-02
Truck,31130,Good,2,1,Electric,133428,2023-12-01,2025-01-11,Second,2,15.759620008654853,1,Expired,-435,Under 1 yr,2023-12
Truck,56969,Average,5,10,Electric,99314,2024-02-01,2025-08-13,Third,0,19.65782845356061,1,Expired,-221,Over 8 yrs,2024-02
Motorcycle,72882,Average,2,5,Electric,49481,2023-08-08,2024-10-07,Third,3,16.553371373572592,1,Expired,-531,3-5 yrs,2023-08
Truck,36402,Poor,5,1,Petrol,56999,2023-09-12,2024-10-29,Third,2,10.534297001354304,1,Expired,-509,Under 1 yr,2023-09
Van,36549,Average,2,3,Petrol,33854,2023-11-23,2025-07-07,Third,2,10.943888036796851,0,Expired,-258,2-3 yrs,2023-11
Car,36826,Average,0,7,Electric,25596,2023-07-20,2025-09-09,Third,3,17.784795486630976,0,Expired,-194,5-8 yrs,2023-07
Truck,42489,Poor,5,3,Electric,91238,2023-09-25,2024-12-28,First,0,10.553057932554072,1,Expired,-449,2-3 yrs,2023-09
Motorcycle,63096,Average,2,10,Electric,9131,2023-06-23,2024-07-04,Second,0,18.352594057413583,1,Expired,-626,Over 8 yrs,2023-06
Bus,49369,Good,1,5,Electric,97788,2023-03-31,2025-07-24,Second,2,15.639276173136826,1,Expired,-241,3-5 yrs,2023-03
Car,53047,Good,2,3,Diesel,125718,2023-04-13,2026-03-23,First,1,14.47448528634874,0,Active,1,2-3 yrs,2023-04
Bus,54067,Average,4,3,Petrol,27936,2023-10-31,2025-03-12,Third,0,16.739821987017155,1,Expired,-375,2-3 yrs,2023-10
Van,61486,Good,4,4,Diesel,55445,2023-04-25,2024-07-07,First,3,16.971422956230533,1,Expired,-623,3-5 yrs,2023-04
Motorcycle,32270,Good,2,4,Diesel,72964,2024-01-18,2025-08-10,Third,1,18.491320974572687,0,Expired,-224,3-5 yrs,2024-01
Suv,75118,Average,2,6,Diesel,86784,2023-05-04,2024-11-14,First,1,16.951268912879417,0,Expired,-493,5-8 yrs,2023-05
Car,44344,Poor,4,1,Electric,34675,2023-09-18,2025-11-22,Second,1,12.094498263976334,1,Expired,-120,Under 1 yr,2023-09
Suv,51313,Good,0,8,Electric,1774,2024-01-11,2024-09-17,Second,1,12.657889535078636,1,Expired,-551,5-8 yrs,2024-01
Suv,72638,Poor,3,1,Petrol,124889,2023-12-08,2025-05-30,Second,0,19.213390803891073,1,Expired,-296,Under 1 yr,2023-12
Suv,62968,Good,1,4,Petrol,120639,2023-11-12,2024-12-06,Second,0,17.059912294674703,0,Expired,-471,3-5 yrs,2023-11
Van,52717,Poor,0,2,Diesel,102749,2024-02-28,2025-01-18,Second,2,11.850714357160538,0,Expired,-428,1-2 yrs,2024-02
